"disease","year","variable","value","outcome","view"
"HPV",2016,"all-all-dalys_averted_mean",-5996.0475,"impact","A"
"HPV",2017,"all-all-dalys_averted_mean",-5940.6565,"impact","A"
"HPV",2018,"all-all-dalys_averted_mean",-5940.2615,"impact","A"
"HPV",2019,"all-all-dalys_averted_mean",-5836.613,"impact","A"
"HPV",2020,"all-all-dalys_averted_mean",-3803.21215,"impact","A"
"HPV",2021,"all-all-dalys_averted_mean",516.989578074999,"impact","A"
"HPV",2022,"all-all-dalys_averted_mean",5863.595753175,"impact","A"
"HPV",2023,"all-all-dalys_averted_mean",14736.7519968,"impact","A"
"HPV",2024,"all-all-dalys_averted_mean",25038.463882,"impact","A"
"HPV",2025,"all-all-dalys_averted_mean",36997.676172825,"impact","A"
"HPV",2026,"all-all-dalys_averted_mean",48707.7159786,"impact","A"
"HPV",2027,"all-all-dalys_averted_mean",61567.243394375,"impact","A"
"HPV",2028,"all-all-dalys_averted_mean",77765.247347875,"impact","A"
"HPV",2029,"all-all-dalys_averted_mean",91521.053694875,"impact","A"
"HPV",2030,"all-all-dalys_averted_mean",109122.92901785,"impact","A"
"JE",2000,"all-all-dalys_averted_mean",-634.9290772,"impact","A"
"JE",2001,"all-all-dalys_averted_mean",439.923014835,"impact","A"
"JE",2002,"all-all-dalys_averted_mean",-256.201109235,"impact","A"
"JE",2003,"all-all-dalys_averted_mean",-201.58696735,"impact","A"
"JE",2004,"all-all-dalys_averted_mean",286.357792015,"impact","A"
"JE",2005,"all-all-dalys_averted_mean",1264.296852825,"impact","A"
"JE",2006,"all-all-dalys_averted_mean",32008.846004115,"impact","A"
"JE",2007,"all-all-dalys_averted_mean",73393.11694588,"impact","A"
"JE",2008,"all-all-dalys_averted_mean",110967.561840835,"impact","A"
"JE",2009,"all-all-dalys_averted_mean",152337.54273578,"impact","A"
"JE",2010,"all-all-dalys_averted_mean",323171.11004976,"impact","A"
"JE",2011,"all-all-dalys_averted_mean",463288.88103644,"impact","A"
"JE",2012,"all-all-dalys_averted_mean",579263.988342005,"impact","A"
"JE",2013,"all-all-dalys_averted_mean",689405.59082169,"impact","A"
"JE",2014,"all-all-dalys_averted_mean",779642.988210825,"impact","A"
"JE",2015,"all-all-dalys_averted_mean",868068.41469368,"impact","A"
"JE",2016,"all-all-dalys_averted_mean",950097.769793785,"impact","A"
"JE",2017,"all-all-dalys_averted_mean",1052804.02909618,"impact","A"
"JE",2018,"all-all-dalys_averted_mean",1178992.50192876,"impact","A"
"JE",2019,"all-all-dalys_averted_mean",1235277.13978541,"impact","A"
"JE",2020,"all-all-dalys_averted_mean",1348645.90863382,"impact","A"
"JE",2021,"all-all-dalys_averted_mean",1408767.91091306,"impact","A"
"JE",2022,"all-all-dalys_averted_mean",1498445.48343513,"impact","A"
"JE",2023,"all-all-dalys_averted_mean",1568577.51122045,"impact","A"
"JE",2024,"all-all-dalys_averted_mean",1628680.61156277,"impact","A"
"JE",2025,"all-all-dalys_averted_mean",1689205.28285687,"impact","A"
"JE",2026,"all-all-dalys_averted_mean",1739821.42278888,"impact","A"
"JE",2027,"all-all-dalys_averted_mean",1779057.16255688,"impact","A"
"JE",2028,"all-all-dalys_averted_mean",1813413.56899549,"impact","A"
"JE",2029,"all-all-dalys_averted_mean",1843658.71379992,"impact","A"
"JE",2030,"all-all-dalys_averted_mean",1880876.43756202,"impact","A"
"Measles",2000,"all-all-dalys_averted_mean",69774700.1109947,"impact","A"
"Measles",2001,"all-all-dalys_averted_mean",71369330.7243533,"impact","A"
"Measles",2002,"all-all-dalys_averted_mean",71024894.7191572,"impact","A"
"Measles",2003,"all-all-dalys_averted_mean",70728817.7100602,"impact","A"
"Measles",2004,"all-all-dalys_averted_mean",83023218.615177,"impact","A"
"Measles",2005,"all-all-dalys_averted_mean",86219436.0272112,"impact","A"
"Measles",2006,"all-all-dalys_averted_mean",98147223.9045238,"impact","A"
"Measles",2007,"all-all-dalys_averted_mean",93332812.9398714,"impact","A"
"Measles",2008,"all-all-dalys_averted_mean",111882069.239642,"impact","A"
"Measles",2009,"all-all-dalys_averted_mean",104786302.96753,"impact","A"
"Measles",2010,"all-all-dalys_averted_mean",108917205.001111,"impact","A"
"Measles",2011,"all-all-dalys_averted_mean",114868395.95581,"impact","A"
"Measles",2012,"all-all-dalys_averted_mean",126024974.751005,"impact","A"
"Measles",2013,"all-all-dalys_averted_mean",120226938.603785,"impact","A"
"Measles",2014,"all-all-dalys_averted_mean",130623498.88782,"impact","A"
"Measles",2015,"all-all-dalys_averted_mean",123500493.597057,"impact","A"
"Measles",2016,"all-all-dalys_averted_mean",123710460.324219,"impact","A"
"Measles",2017,"all-all-dalys_averted_mean",134960455.997296,"impact","A"
"Measles",2018,"all-all-dalys_averted_mean",133434435.297036,"impact","A"
"Measles",2019,"all-all-dalys_averted_mean",134278564.720215,"impact","A"
"Measles",2020,"all-all-dalys_averted_mean",137416025.075082,"impact","A"
"Measles",2021,"all-all-dalys_averted_mean",138528346.820919,"impact","A"
"Measles",2022,"all-all-dalys_averted_mean",133892678.761993,"impact","A"
"Measles",2023,"all-all-dalys_averted_mean",139113377.919866,"impact","A"
"Measles",2024,"all-all-dalys_averted_mean",138369919.324679,"impact","A"
"Measles",2025,"all-all-dalys_averted_mean",139875729.764556,"impact","A"
"Measles",2026,"all-all-dalys_averted_mean",139346773.335149,"impact","A"
"Measles",2027,"all-all-dalys_averted_mean",142901974.10106,"impact","A"
"Measles",2028,"all-all-dalys_averted_mean",139800194.762378,"impact","A"
"Measles",2029,"all-all-dalys_averted_mean",146414938.931741,"impact","A"
"Measles",2030,"all-all-dalys_averted_mean",140579798.580934,"impact","A"
"MenA",2000,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2001,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2002,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2003,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2004,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2005,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2006,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2007,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2008,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2009,"all-all-dalys_averted_mean",0,"impact","A"
"MenA",2010,"all-all-dalys_averted_mean",35166.3441825,"impact","A"
"MenA",2011,"all-all-dalys_averted_mean",128319.007378125,"impact","A"
"MenA",2012,"all-all-dalys_averted_mean",308273.40503635,"impact","A"
"MenA",2013,"all-all-dalys_averted_mean",447816.12362235,"impact","A"
"MenA",2014,"all-all-dalys_averted_mean",588343.9734781,"impact","A"
"MenA",2015,"all-all-dalys_averted_mean",625163.500861725,"impact","A"
"MenA",2016,"all-all-dalys_averted_mean",636986.83911015,"impact","A"
"MenA",2017,"all-all-dalys_averted_mean",610938.19004615,"impact","A"
"MenA",2018,"all-all-dalys_averted_mean",533435.877603225,"impact","A"
"MenA",2019,"all-all-dalys_averted_mean",645179.54202405,"impact","A"
"MenA",2020,"all-all-dalys_averted_mean",807362.924762575,"impact","A"
"MenA",2021,"all-all-dalys_averted_mean",772495.73277445,"impact","A"
"MenA",2022,"all-all-dalys_averted_mean",804467.8950978,"impact","A"
"MenA",2023,"all-all-dalys_averted_mean",730068.8755018,"impact","A"
"MenA",2024,"all-all-dalys_averted_mean",751688.790944125,"impact","A"
"MenA",2025,"all-all-dalys_averted_mean",755083.450621375,"impact","A"
"MenA",2026,"all-all-dalys_averted_mean",725411.20737505,"impact","A"
"MenA",2027,"all-all-dalys_averted_mean",771663.966403625,"impact","A"
"MenA",2028,"all-all-dalys_averted_mean",856733.6647956,"impact","A"
"MenA",2029,"all-all-dalys_averted_mean",905500.4970251,"impact","A"
"MenA",2030,"all-all-dalys_averted_mean",924742.66777735,"impact","A"
"PCV",2000,"PCV3-routine-dalys_averted_mean",0,"impact","A"
"PCV",2001,"PCV3-routine-dalys_averted_mean",-3.355,"impact","A"
"PCV",2002,"PCV3-routine-dalys_averted_mean",-4.4975,"impact","A"
"PCV",2003,"PCV3-routine-dalys_averted_mean",-3.38,"impact","A"
"PCV",2004,"PCV3-routine-dalys_averted_mean",-4.1375,"impact","A"
"PCV",2005,"PCV3-routine-dalys_averted_mean",-3.0275,"impact","A"
"PCV",2006,"PCV3-routine-dalys_averted_mean",-3.4,"impact","A"
"PCV",2007,"PCV3-routine-dalys_averted_mean",0.4075,"impact","A"
"PCV",2008,"PCV3-routine-dalys_averted_mean",-2.6325,"impact","A"
"PCV",2009,"PCV3-routine-dalys_averted_mean",2.410315,"impact","A"
"PCV",2010,"PCV3-routine-dalys_averted_mean",59777.2016675,"impact","A"
"PCV",2011,"PCV3-routine-dalys_averted_mean",454044.15089,"impact","A"
"PCV",2012,"PCV3-routine-dalys_averted_mean",1022311.3497425,"impact","A"
"PCV",2013,"PCV3-routine-dalys_averted_mean",2199024.66121125,"impact","A"
"PCV",2014,"PCV3-routine-dalys_averted_mean",3589551.513835,"impact","A"
"PCV",2015,"PCV3-routine-dalys_averted_mean",4799600.198669,"impact","A"
"PCV",2016,"PCV3-routine-dalys_averted_mean",5813608.54686175,"impact","A"
"PCV",2017,"PCV3-routine-dalys_averted_mean",6608710.22190275,"impact","A"
"PCV",2018,"PCV3-routine-dalys_averted_mean",7312559.15920225,"impact","A"
"PCV",2019,"PCV3-routine-dalys_averted_mean",7783657.6085145,"impact","A"
"PCV",2020,"PCV3-routine-dalys_averted_mean",8142590.392258,"impact","A"
"PCV",2021,"PCV3-routine-dalys_averted_mean",8519352.89150025,"impact","A"
"PCV",2022,"PCV3-routine-dalys_averted_mean",8866564.525921,"impact","A"
"PCV",2023,"PCV3-routine-dalys_averted_mean",9201671.28463775,"impact","A"
"PCV",2024,"PCV3-routine-dalys_averted_mean",9546754.9719725,"impact","A"
"PCV",2025,"PCV3-routine-dalys_averted_mean",9949243.1945645,"impact","A"
"PCV",2026,"PCV3-routine-dalys_averted_mean",10373646.0441108,"impact","A"
"PCV",2027,"PCV3-routine-dalys_averted_mean",10754435.8701965,"impact","A"
"PCV",2028,"PCV3-routine-dalys_averted_mean",11022204.4794328,"impact","A"
"PCV",2029,"PCV3-routine-dalys_averted_mean",11181996.907139,"impact","A"
"PCV",2030,"PCV3-routine-dalys_averted_mean",11282335.9166805,"impact","A"
"Rota",2000,"Rota-routine-dalys_averted_mean",0,"impact","A"
"Rota",2001,"Rota-routine-dalys_averted_mean",0,"impact","A"
"Rota",2002,"Rota-routine-dalys_averted_mean",0,"impact","A"
"Rota",2003,"Rota-routine-dalys_averted_mean",0,"impact","A"
"Rota",2004,"Rota-routine-dalys_averted_mean",0,"impact","A"
"Rota",2005,"Rota-routine-dalys_averted_mean",0,"impact","A"
"Rota",2006,"Rota-routine-dalys_averted_mean",560.9598,"impact","A"
"Rota",2007,"Rota-routine-dalys_averted_mean",4622.5149,"impact","A"
"Rota",2008,"Rota-routine-dalys_averted_mean",13787.86515,"impact","A"
"Rota",2009,"Rota-routine-dalys_averted_mean",23659.998555,"impact","A"
"Rota",2010,"Rota-routine-dalys_averted_mean",36414.39686175,"impact","A"
"Rota",2011,"Rota-routine-dalys_averted_mean",74322.52344575,"impact","A"
"Rota",2012,"Rota-routine-dalys_averted_mean",162272.90669485,"impact","A"
"Rota",2013,"Rota-routine-dalys_averted_mean",344058.2378703,"impact","A"
"Rota",2014,"Rota-routine-dalys_averted_mean",668450.356989,"impact","A"
"Rota",2015,"Rota-routine-dalys_averted_mean",989064.134543925,"impact","A"
"Rota",2016,"Rota-routine-dalys_averted_mean",1225466.30287645,"impact","A"
"Rota",2017,"Rota-routine-dalys_averted_mean",1685741.39860132,"impact","A"
"Rota",2018,"Rota-routine-dalys_averted_mean",2165288.26907978,"impact","A"
"Rota",2019,"Rota-routine-dalys_averted_mean",2495678.298372,"impact","A"
"Rota",2020,"Rota-routine-dalys_averted_mean",2778323.9467488,"impact","A"
"Rota",2021,"Rota-routine-dalys_averted_mean",3029552.7100793,"impact","A"
"Rota",2022,"Rota-routine-dalys_averted_mean",3322942.41092368,"impact","A"
"Rota",2023,"Rota-routine-dalys_averted_mean",3527244.3527242,"impact","A"
"Rota",2024,"Rota-routine-dalys_averted_mean",3665832.3543983,"impact","A"
"Rota",2025,"Rota-routine-dalys_averted_mean",3757542.4296269,"impact","A"
"Rota",2026,"Rota-routine-dalys_averted_mean",3788176.16070643,"impact","A"
"Rota",2027,"Rota-routine-dalys_averted_mean",3790942.04860677,"impact","A"
"Rota",2028,"Rota-routine-dalys_averted_mean",3788067.1048599,"impact","A"
"Rota",2029,"Rota-routine-dalys_averted_mean",3779247.36694528,"impact","A"
"Rota",2030,"Rota-routine-dalys_averted_mean",3766693.02944235,"impact","A"
"Rubella",2000,"all-all-dalys_averted_mean",41316.9161125,"impact","A"
"Rubella",2001,"all-all-dalys_averted_mean",60848.9722925,"impact","A"
"Rubella",2002,"all-all-dalys_averted_mean",91261.319305,"impact","A"
"Rubella",2003,"all-all-dalys_averted_mean",112062.697215,"impact","A"
"Rubella",2004,"all-all-dalys_averted_mean",127455.4771175,"impact","A"
"Rubella",2005,"all-all-dalys_averted_mean",140760.24155,"impact","A"
"Rubella",2006,"all-all-dalys_averted_mean",164194.3217975,"impact","A"
"Rubella",2007,"all-all-dalys_averted_mean",176133.7931,"impact","A"
"Rubella",2008,"all-all-dalys_averted_mean",184680.39882,"impact","A"
"Rubella",2009,"all-all-dalys_averted_mean",195206.7504025,"impact","A"
"Rubella",2010,"all-all-dalys_averted_mean",220716.3067625,"impact","A"
"Rubella",2011,"all-all-dalys_averted_mean",304631.280335,"impact","A"
"Rubella",2012,"all-all-dalys_averted_mean",362465.2823925,"impact","A"
"Rubella",2013,"all-all-dalys_averted_mean",489627.8632125,"impact","A"
"Rubella",2014,"all-all-dalys_averted_mean",707366.8108175,"impact","A"
"Rubella",2015,"all-all-dalys_averted_mean",803730.94,"impact","A"
"Rubella",2016,"all-all-dalys_averted_mean",987407.145945,"impact","A"
"Rubella",2017,"all-all-dalys_averted_mean",1627970.0687775,"impact","A"
"Rubella",2018,"all-all-dalys_averted_mean",1920237.8896975,"impact","A"
"Rubella",2019,"all-all-dalys_averted_mean",1987477.5322525,"impact","A"
"Rubella",2020,"all-all-dalys_averted_mean",2003764.7221175,"impact","A"
"Rubella",2021,"all-all-dalys_averted_mean",2314710.280945,"impact","A"
"Rubella",2022,"all-all-dalys_averted_mean",2634478.4946675,"impact","A"
"Rubella",2023,"all-all-dalys_averted_mean",2739430.0909125,"impact","A"
"Rubella",2024,"all-all-dalys_averted_mean",2807973.335385,"impact","A"
"Rubella",2025,"all-all-dalys_averted_mean",2775178.341055,"impact","A"
"Rubella",2026,"all-all-dalys_averted_mean",2828367.21296,"impact","A"
"Rubella",2027,"all-all-dalys_averted_mean",2879820.268785,"impact","A"
"Rubella",2028,"all-all-dalys_averted_mean",2923312.155815,"impact","A"
"Rubella",2029,"all-all-dalys_averted_mean",2956316.33711,"impact","A"
"Rubella",2030,"all-all-dalys_averted_mean",2882163.301075,"impact","A"
"YF",2000,"all-all-dalys_averted_mean",322560.59,"impact","A"
"YF",2001,"all-all-dalys_averted_mean",390285.74,"impact","A"
"YF",2002,"all-all-dalys_averted_mean",536720.775,"impact","A"
"YF",2003,"all-all-dalys_averted_mean",727043.66,"impact","A"
"YF",2004,"all-all-dalys_averted_mean",940090.88,"impact","A"
"YF",2005,"all-all-dalys_averted_mean",1242895.68,"impact","A"
"YF",2006,"all-all-dalys_averted_mean",1604573.82,"impact","A"
"YF",2007,"all-all-dalys_averted_mean",1962338.545,"impact","A"
"YF",2008,"all-all-dalys_averted_mean",2563296.315,"impact","A"
"YF",2009,"all-all-dalys_averted_mean",3213223.18,"impact","A"
"YF",2010,"all-all-dalys_averted_mean",4124485.57,"impact","A"
"YF",2011,"all-all-dalys_averted_mean",4882420.25,"impact","A"
"YF",2012,"all-all-dalys_averted_mean",5555922.87,"impact","A"
"YF",2013,"all-all-dalys_averted_mean",5993157.63,"impact","A"
"YF",2014,"all-all-dalys_averted_mean",6413050.665,"impact","A"
"YF",2015,"all-all-dalys_averted_mean",6675037.635,"impact","A"
"YF",2016,"all-all-dalys_averted_mean",6987071.505,"impact","A"
"YF",2017,"all-all-dalys_averted_mean",7284365.48,"impact","A"
"YF",2018,"all-all-dalys_averted_mean",7614457.09,"impact","A"
"YF",2019,"all-all-dalys_averted_mean",8154558.615,"impact","A"
"YF",2020,"all-all-dalys_averted_mean",8880118.28,"impact","A"
"YF",2021,"all-all-dalys_averted_mean",9528573.495,"impact","A"
"YF",2022,"all-all-dalys_averted_mean",10186903.915,"impact","A"
"YF",2023,"all-all-dalys_averted_mean",10868450.415,"impact","A"
"YF",2024,"all-all-dalys_averted_mean",11433042.33,"impact","A"
"YF",2025,"all-all-dalys_averted_mean",12000538.05,"impact","A"
"YF",2026,"all-all-dalys_averted_mean",12399930.61,"impact","A"
"YF",2027,"all-all-dalys_averted_mean",12771358.96,"impact","A"
"YF",2028,"all-all-dalys_averted_mean",13118582.08,"impact","A"
"YF",2029,"all-all-dalys_averted_mean",13472401.21,"impact","A"
"YF",2030,"all-all-dalys_averted_mean",13839994.55,"impact","A"
"HepB",2000,"all-all-all-dalys_averted_mean",13098905.2703407,"impact","B"
"HepB",2001,"all-all-all-dalys_averted_mean",15488958.310131,"impact","B"
"HepB",2002,"all-all-all-dalys_averted_mean",18777264.0681725,"impact","B"
"HepB",2003,"all-all-all-dalys_averted_mean",22893858.8660917,"impact","B"
"HepB",2004,"all-all-all-dalys_averted_mean",28356742.2444953,"impact","B"
"HepB",2005,"all-all-all-dalys_averted_mean",32434716.6918572,"impact","B"
"HepB",2006,"all-all-all-dalys_averted_mean",36734568.010547,"impact","B"
"HepB",2007,"all-all-all-dalys_averted_mean",40626385.6044428,"impact","B"
"HepB",2008,"all-all-all-dalys_averted_mean",44918085.9409615,"impact","B"
"HepB",2009,"all-all-all-dalys_averted_mean",48917399.4572682,"impact","B"
"HepB",2010,"all-all-all-dalys_averted_mean",50981788.3647438,"impact","B"
"HepB",2011,"all-all-all-dalys_averted_mean",52335768.3955552,"impact","B"
"HepB",2012,"all-all-all-dalys_averted_mean",54877581.0661535,"impact","B"
"HepB",2013,"all-all-all-dalys_averted_mean",56165266.960088,"impact","B"
"HepB",2014,"all-all-all-dalys_averted_mean",57372467.6372163,"impact","B"
"HepB",2015,"all-all-all-dalys_averted_mean",58333772.4295303,"impact","B"
"HepB",2016,"all-all-all-dalys_averted_mean",58766854.6521818,"impact","B"
"HepB",2017,"all-all-all-dalys_averted_mean",59040867.6271554,"impact","B"
"HepB",2018,"all-all-all-dalys_averted_mean",59434145.2855925,"impact","B"
"HepB",2019,"all-all-all-dalys_averted_mean",59769805.8976611,"impact","B"
"HepB",2020,"all-all-all-dalys_averted_mean",59926281.3664713,"impact","B"
"HepB",2021,"all-all-all-dalys_averted_mean",60043575.6968361,"impact","B"
"HepB",2022,"all-all-all-dalys_averted_mean",60619561.0593511,"impact","B"
"HepB",2023,"all-all-all-dalys_averted_mean",61693005.0078061,"impact","B"
"HepB",2024,"all-all-all-dalys_averted_mean",63066619.4056286,"impact","B"
"HepB",2025,"all-all-all-dalys_averted_mean",64340046.0985545,"impact","B"
"HepB",2026,"all-all-all-dalys_averted_mean",65437213.8472572,"impact","B"
"HepB",2027,"all-all-all-dalys_averted_mean",66215612.8894641,"impact","B"
"HepB",2028,"all-all-all-dalys_averted_mean",66885168.9274684,"impact","B"
"HepB",2029,"all-all-all-dalys_averted_mean",67460455.0684029,"impact","B"
"HepB",2030,"all-all-all-dalys_averted_mean",67970162.3771998,"impact","B"
"Hib",2000,"Hib3-routine-dalys_averted_mean",73382.04281675,"impact","B"
"Hib",2001,"Hib3-routine-dalys_averted_mean",89184.0484955,"impact","B"
"Hib",2002,"Hib3-routine-dalys_averted_mean",596315.97255325,"impact","B"
"Hib",2003,"Hib3-routine-dalys_averted_mean",663084.3293265,"impact","B"
"Hib",2004,"Hib3-routine-dalys_averted_mean",877966.959384,"impact","B"
"Hib",2005,"Hib3-routine-dalys_averted_mean",1076949.1829055,"impact","B"
"Hib",2006,"Hib3-routine-dalys_averted_mean",1430266.923336,"impact","B"
"Hib",2007,"Hib3-routine-dalys_averted_mean",2343336.13883525,"impact","B"
"Hib",2008,"Hib3-routine-dalys_averted_mean",2968616.9964835,"impact","B"
"Hib",2009,"Hib3-routine-dalys_averted_mean",6270640.2832576,"impact","B"
"Hib",2010,"Hib3-routine-dalys_averted_mean",6664748.37369305,"impact","B"
"Hib",2011,"Hib3-routine-dalys_averted_mean",6872761.9975545,"impact","B"
"Hib",2012,"Hib3-routine-dalys_averted_mean",7169698.52586033,"impact","B"
"Hib",2013,"Hib3-routine-dalys_averted_mean",8716995.57254763,"impact","B"
"Hib",2014,"Hib3-routine-dalys_averted_mean",9377164.52499977,"impact","B"
"Hib",2015,"Hib3-routine-dalys_averted_mean",10591091.7045869,"impact","B"
"Hib",2016,"Hib3-routine-dalys_averted_mean",12007824.9052981,"impact","B"
"Hib",2017,"Hib3-routine-dalys_averted_mean",12221451.9772426,"impact","B"
"Hib",2018,"Hib3-routine-dalys_averted_mean",12339327.7698209,"impact","B"
"Hib",2019,"Hib3-routine-dalys_averted_mean",12397003.4930153,"impact","B"
"Hib",2020,"Hib3-routine-dalys_averted_mean",12441757.4776473,"impact","B"
"Hib",2021,"Hib3-routine-dalys_averted_mean",12470614.4390065,"impact","B"
