"disease","year","variable","value","outcome","view"
"Hib",2022,"Hib3-routine-dalys_averted_mean",12494807.7661139,"impact","B"
"Hib",2023,"Hib3-routine-dalys_averted_mean",12493518.8125672,"impact","B"
"Hib",2024,"Hib3-routine-dalys_averted_mean",12485269.5401023,"impact","B"
"Hib",2025,"Hib3-routine-dalys_averted_mean",12474066.2200036,"impact","B"
"Hib",2026,"Hib3-routine-dalys_averted_mean",12461041.3337389,"impact","B"
"Hib",2027,"Hib3-routine-dalys_averted_mean",12448310.4397649,"impact","B"
"Hib",2028,"Hib3-routine-dalys_averted_mean",12425695.3407794,"impact","B"
"Hib",2029,"Hib3-routine-dalys_averted_mean",12466690.3428228,"impact","B"
"Hib",2030,"Hib3-routine-dalys_averted_mean",12506727.8830616,"impact","B"
"HPV",2000,"all-all-dalys_averted_mean",-13702,"impact","B"
"HPV",2001,"all-all-dalys_averted_mean",-13863.275,"impact","B"
"HPV",2002,"all-all-dalys_averted_mean",67509.325115,"impact","B"
"HPV",2003,"all-all-dalys_averted_mean",47608.70375,"impact","B"
"HPV",2004,"all-all-dalys_averted_mean",84300.24325,"impact","B"
"HPV",2005,"all-all-dalys_averted_mean",958725.169425,"impact","B"
"HPV",2006,"all-all-dalys_averted_mean",1474755.10308525,"impact","B"
"HPV",2007,"all-all-dalys_averted_mean",2061467.01706775,"impact","B"
"HPV",2008,"all-all-dalys_averted_mean",2926905.721994,"impact","B"
"HPV",2009,"all-all-dalys_averted_mean",3444176.7016945,"impact","B"
"HPV",2010,"all-all-dalys_averted_mean",3896472.50395325,"impact","B"
"HPV",2011,"all-all-dalys_averted_mean",3650122.38330665,"impact","B"
"HPV",2012,"all-all-dalys_averted_mean",4350093.77944972,"impact","B"
"HPV",2013,"all-all-dalys_averted_mean",4819175.0099921,"impact","B"
"HPV",2014,"all-all-dalys_averted_mean",4595465.1476877,"impact","B"
"HPV",2015,"all-all-dalys_averted_mean",5358356.13139332,"impact","B"
"HPV",2016,"all-all-dalys_averted_mean",5753016.202404,"impact","B"
"HPV",2017,"all-all-dalys_averted_mean",6524848.93774728,"impact","B"
"HPV",2018,"all-all-dalys_averted_mean",7436367.11496412,"impact","B"
"HPV",2019,"all-all-dalys_averted_mean",8424432.82132705,"impact","B"
"HPV",2020,"all-all-dalys_averted_mean",9352170.9725208,"impact","B"
"HPV",2021,"all-all-dalys_averted_mean",9444177.39282285,"impact","B"
"HPV",2022,"all-all-dalys_averted_mean",9460601.995952,"impact","B"
"HPV",2023,"all-all-dalys_averted_mean",9538622.298434,"impact","B"
"HPV",2024,"all-all-dalys_averted_mean",9609234.022029,"impact","B"
"HPV",2025,"all-all-dalys_averted_mean",9676206.3637045,"impact","B"
"HPV",2026,"all-all-dalys_averted_mean",9737923.0669315,"impact","B"
"HPV",2027,"all-all-dalys_averted_mean",9752245.115616,"impact","B"
"HPV",2028,"all-all-dalys_averted_mean",9758310.87152,"impact","B"
"HPV",2029,"all-all-dalys_averted_mean",9754815.6723355,"impact","B"
"HPV",2030,"all-all-dalys_averted_mean",9743119.4127115,"impact","B"
"JE",2000,"all-all-dalys_averted_mean",134604.542130045,"impact","B"
"JE",2001,"all-all-dalys_averted_mean",147053.41517751,"impact","B"
"JE",2002,"all-all-dalys_averted_mean",165644.69337206,"impact","B"
"JE",2003,"all-all-dalys_averted_mean",204221.302141065,"impact","B"
"JE",2004,"all-all-dalys_averted_mean",241926.51625655,"impact","B"
"JE",2005,"all-all-dalys_averted_mean",270466.88656149,"impact","B"
"JE",2006,"all-all-dalys_averted_mean",349523.557074595,"impact","B"
"JE",2007,"all-all-dalys_averted_mean",319211.939869545,"impact","B"
"JE",2008,"all-all-dalys_averted_mean",311533.231349385,"impact","B"
"JE",2009,"all-all-dalys_averted_mean",377274.04511015,"impact","B"
"JE",2010,"all-all-dalys_averted_mean",1299647.11667146,"impact","B"
"JE",2011,"all-all-dalys_averted_mean",1471844.41621582,"impact","B"
"JE",2012,"all-all-dalys_averted_mean",1465268.62700474,"impact","B"
"JE",2013,"all-all-dalys_averted_mean",1597943.0913789,"impact","B"
"JE",2014,"all-all-dalys_averted_mean",1644493.64978769,"impact","B"
"JE",2015,"all-all-dalys_averted_mean",1754529.33872155,"impact","B"
"JE",2016,"all-all-dalys_averted_mean",1727198.19527157,"impact","B"
"JE",2017,"all-all-dalys_averted_mean",1733199.05902591,"impact","B"
"JE",2018,"all-all-dalys_averted_mean",1753890.16849033,"impact","B"
"JE",2019,"all-all-dalys_averted_mean",1800702.13689905,"impact","B"
"JE",2020,"all-all-dalys_averted_mean",1862550.2739433,"impact","B"
"JE",2021,"all-all-dalys_averted_mean",1948707.91552665,"impact","B"
"JE",2022,"all-all-dalys_averted_mean",2126928.37932516,"impact","B"
"JE",2023,"all-all-dalys_averted_mean",2116787.11442528,"impact","B"
"JE",2024,"all-all-dalys_averted_mean",2118307.85989587,"impact","B"
"JE",2025,"all-all-dalys_averted_mean",2106683.84215326,"impact","B"
"JE",2026,"all-all-dalys_averted_mean",2090421.16888583,"impact","B"
"JE",2027,"all-all-dalys_averted_mean",2081919.66728655,"impact","B"
"JE",2028,"all-all-dalys_averted_mean",2068094.61130844,"impact","B"
"JE",2029,"all-all-dalys_averted_mean",2052692.88672555,"impact","B"
"JE",2030,"all-all-dalys_averted_mean",2039873.64309583,"impact","B"
"Measles",2000,"all-all-dalys_averted_mean",72946606.4445519,"impact","B"
"Measles",2001,"all-all-dalys_averted_mean",74872010.721171,"impact","B"
"Measles",2002,"all-all-dalys_averted_mean",76858909.8879179,"impact","B"
"Measles",2003,"all-all-dalys_averted_mean",81400186.9864504,"impact","B"
"Measles",2004,"all-all-dalys_averted_mean",90778926.1052668,"impact","B"
"Measles",2005,"all-all-dalys_averted_mean",96852836.9699372,"impact","B"
"Measles",2006,"all-all-dalys_averted_mean",103124894.073688,"impact","B"
"Measles",2007,"all-all-dalys_averted_mean",105885922.681668,"impact","B"
"Measles",2008,"all-all-dalys_averted_mean",107806533.183161,"impact","B"
"Measles",2009,"all-all-dalys_averted_mean",111589636.34681,"impact","B"
"Measles",2010,"all-all-dalys_averted_mean",120581172.424156,"impact","B"
"Measles",2011,"all-all-dalys_averted_mean",124529529.349157,"impact","B"
"Measles",2012,"all-all-dalys_averted_mean",125519242.326566,"impact","B"
"Measles",2013,"all-all-dalys_averted_mean",127031832.284754,"impact","B"
"Measles",2014,"all-all-dalys_averted_mean",127456133.534278,"impact","B"
"Measles",2015,"all-all-dalys_averted_mean",128536042.499581,"impact","B"
"Measles",2016,"all-all-dalys_averted_mean",131954619.933787,"impact","B"
"Measles",2017,"all-all-dalys_averted_mean",135205896.243195,"impact","B"
"Measles",2018,"all-all-dalys_averted_mean",137651980.052971,"impact","B"
"Measles",2019,"all-all-dalys_averted_mean",137607315.18582,"impact","B"
"Measles",2020,"all-all-dalys_averted_mean",136535687.60118,"impact","B"
"Measles",2021,"all-all-dalys_averted_mean",138780607.683397,"impact","B"
"Measles",2022,"all-all-dalys_averted_mean",137951684.704863,"impact","B"
"Measles",2023,"all-all-dalys_averted_mean",139459235.986656,"impact","B"
"Measles",2024,"all-all-dalys_averted_mean",139938770.761753,"impact","B"
"Measles",2025,"all-all-dalys_averted_mean",141425623.461825,"impact","B"
"Measles",2026,"all-all-dalys_averted_mean",141836191.129245,"impact","B"
"Measles",2027,"all-all-dalys_averted_mean",144087102.837867,"impact","B"
"Measles",2028,"all-all-dalys_averted_mean",143965507.378982,"impact","B"
"Measles",2029,"all-all-dalys_averted_mean",151685601.688678,"impact","B"
"Measles",2030,"all-all-dalys_averted_mean",150729965.010044,"impact","B"
"MenA",2000,"all-all-dalys_averted_mean",307367.18783625,"impact","B"
"MenA",2001,"all-all-dalys_averted_mean",339175.681387,"impact","B"
"MenA",2002,"all-all-dalys_averted_mean",373406.82674,"impact","B"
"MenA",2003,"all-all-dalys_averted_mean",408417.5147005,"impact","B"
"MenA",2004,"all-all-dalys_averted_mean",444606.141619,"impact","B"
"MenA",2005,"all-all-dalys_averted_mean",482416.7287299,"impact","B"
"MenA",2006,"all-all-dalys_averted_mean",523342.61626475,"impact","B"
"MenA",2007,"all-all-dalys_averted_mean",565317.3081186,"impact","B"
"MenA",2008,"all-all-dalys_averted_mean",609309.734196325,"impact","B"
"MenA",2009,"all-all-dalys_averted_mean",651884.263218,"impact","B"
"MenA",2010,"all-all-dalys_averted_mean",699408.361086425,"impact","B"
"MenA",2011,"all-all-dalys_averted_mean",742631.713022225,"impact","B"
"MenA",2012,"all-all-dalys_averted_mean",782783.747830975,"impact","B"
"MenA",2013,"all-all-dalys_averted_mean",812070.444481325,"impact","B"
"MenA",2014,"all-all-dalys_averted_mean",835822.433591075,"impact","B"
"MenA",2015,"all-all-dalys_averted_mean",851642.6439324,"impact","B"
"MenA",2016,"all-all-dalys_averted_mean",867882.221425025,"impact","B"
"MenA",2017,"all-all-dalys_averted_mean",879326.355927775,"impact","B"
"MenA",2018,"all-all-dalys_averted_mean",891694.347417775,"impact","B"
"MenA",2019,"all-all-dalys_averted_mean",913002.42175585,"impact","B"
"MenA",2020,"all-all-dalys_averted_mean",931690.955065925,"impact","B"
"MenA",2021,"all-all-dalys_averted_mean",941174.672130725,"impact","B"
"MenA",2022,"all-all-dalys_averted_mean",949519.66271885,"impact","B"
"MenA",2023,"all-all-dalys_averted_mean",957530.84561465,"impact","B"
"MenA",2024,"all-all-dalys_averted_mean",969678.01817765,"impact","B"
"MenA",2025,"all-all-dalys_averted_mean",981843.785436325,"impact","B"
"MenA",2026,"all-all-dalys_averted_mean",992684.7706051,"impact","B"
"MenA",2027,"all-all-dalys_averted_mean",1008422.40014388,"impact","B"
"MenA",2028,"all-all-dalys_averted_mean",1021368.6462983,"impact","B"
"MenA",2029,"all-all-dalys_averted_mean",1029404.79710713,"impact","B"
"MenA",2030,"all-all-dalys_averted_mean",1040155.54051235,"impact","B"
"PCV",2000,"PCV3-routine-dalys_averted_mean",-1.885,"impact","B"
"PCV",2001,"PCV3-routine-dalys_averted_mean",-4.115,"impact","B"
"PCV",2002,"PCV3-routine-dalys_averted_mean",-4.3175,"impact","B"
"PCV",2003,"PCV3-routine-dalys_averted_mean",-3.5825,"impact","B"
"PCV",2004,"PCV3-routine-dalys_averted_mean",-5.0825,"impact","B"
"PCV",2005,"PCV3-routine-dalys_averted_mean",-2.4475,"impact","B"
"PCV",2006,"PCV3-routine-dalys_averted_mean",26.2613650000003,"impact","B"
"PCV",2007,"PCV3-routine-dalys_averted_mean",-48.7992549999996,"impact","B"
"PCV",2008,"PCV3-routine-dalys_averted_mean",-1397.67323,"impact","B"
"PCV",2009,"PCV3-routine-dalys_averted_mean",-5400.64529675,"impact","B"
"PCV",2010,"PCV3-routine-dalys_averted_mean",100864.152765,"impact","B"
"PCV",2011,"PCV3-routine-dalys_averted_mean",784616.8376975,"impact","B"
"PCV",2012,"PCV3-routine-dalys_averted_mean",1499031.5842795,"impact","B"
"PCV",2013,"PCV3-routine-dalys_averted_mean",3283234.68202925,"impact","B"
"PCV",2014,"PCV3-routine-dalys_averted_mean",4947125.4653075,"impact","B"
"PCV",2015,"PCV3-routine-dalys_averted_mean",5920925.83733475,"impact","B"
"PCV",2016,"PCV3-routine-dalys_averted_mean",6752467.4340695,"impact","B"
"PCV",2017,"PCV3-routine-dalys_averted_mean",7292721.76411675,"impact","B"
"PCV",2018,"PCV3-routine-dalys_averted_mean",7936111.40238725,"impact","B"
"PCV",2019,"PCV3-routine-dalys_averted_mean",8190041.3260215,"impact","B"
"PCV",2020,"PCV3-routine-dalys_averted_mean",8474684.57616475,"impact","B"
"PCV",2021,"PCV3-routine-dalys_averted_mean",8832062.79394975,"impact","B"
"PCV",2022,"PCV3-routine-dalys_averted_mean",9137521.16154875,"impact","B"
"PCV",2023,"PCV3-routine-dalys_averted_mean",9519078.620128,"impact","B"
"PCV",2024,"PCV3-routine-dalys_averted_mean",9884916.73805675,"impact","B"
"PCV",2025,"PCV3-routine-dalys_averted_mean",10353080.3291205,"impact","B"
"PCV",2026,"PCV3-routine-dalys_averted_mean",10800864.8956292,"impact","B"
"PCV",2027,"PCV3-routine-dalys_averted_mean",11144243.8118495,"impact","B"
"PCV",2028,"PCV3-routine-dalys_averted_mean",11296123.7567378,"impact","B"
"PCV",2029,"PCV3-routine-dalys_averted_mean",11331443.3017823,"impact","B"
"PCV",2030,"PCV3-routine-dalys_averted_mean",11363746.599498,"impact","B"
"Rota",2000,"Rota-routine-dalys_averted_mean",0,"impact","B"
"Rota",2001,"Rota-routine-dalys_averted_mean",0,"impact","B"
"Rota",2002,"Rota-routine-dalys_averted_mean",0,"impact","B"
"Rota",2003,"Rota-routine-dalys_averted_mean",0,"impact","B"
"Rota",2004,"Rota-routine-dalys_averted_mean",0.560124999999997,"impact","B"
"Rota",2005,"Rota-routine-dalys_averted_mean",-5.36390000000001,"impact","B"
"Rota",2006,"Rota-routine-dalys_averted_mean",828.299715,"impact","B"
"Rota",2007,"Rota-routine-dalys_averted_mean",6446.42651,"impact","B"
"Rota",2008,"Rota-routine-dalys_averted_mean",19940.81475,"impact","B"
"Rota",2009,"Rota-routine-dalys_averted_mean",30834.875114375,"impact","B"
"Rota",2010,"Rota-routine-dalys_averted_mean",43973.48212325,"impact","B"
"Rota",2011,"Rota-routine-dalys_averted_mean",95813.80627075,"impact","B"
"Rota",2012,"Rota-routine-dalys_averted_mean",212356.589623275,"impact","B"
"Rota",2013,"Rota-routine-dalys_averted_mean",438691.809868525,"impact","B"
"Rota",2014,"Rota-routine-dalys_averted_mean",882143.9274295,"impact","B"
"Rota",2015,"Rota-routine-dalys_averted_mean",1216212.94460585,"impact","B"
"Rota",2016,"Rota-routine-dalys_averted_mean",1402990.1545362,"impact","B"
"Rota",2017,"Rota-routine-dalys_averted_mean",2010600.86472195,"impact","B"
"Rota",2018,"Rota-routine-dalys_averted_mean",2464151.8530723,"impact","B"
"Rota",2019,"Rota-routine-dalys_averted_mean",2720255.81349168,"impact","B"
"Rota",2020,"Rota-routine-dalys_averted_mean",2974678.57687325,"impact","B"
"Rota",2021,"Rota-routine-dalys_averted_mean",3174732.97148737,"impact","B"
"Rota",2022,"Rota-routine-dalys_averted_mean",3507497.8555909,"impact","B"
"Rota",2023,"Rota-routine-dalys_averted_mean",3665027.90812318,"impact","B"
"Rota",2024,"Rota-routine-dalys_averted_mean",3771368.19620907,"impact","B"
"Rota",2025,"Rota-routine-dalys_averted_mean",3835619.66499447,"impact","B"
"Rota",2026,"Rota-routine-dalys_averted_mean",3809943.83950235,"impact","B"
"Rota",2027,"Rota-routine-dalys_averted_mean",3793794.02180225,"impact","B"
"Rota",2028,"Rota-routine-dalys_averted_mean",3779642.54187127,"impact","B"
"Rota",2029,"Rota-routine-dalys_averted_mean",3768861.08046195,"impact","B"
"Rota",2030,"Rota-routine-dalys_averted_mean",3757565.35588775,"impact","B"
"Rubella",2000,"all-all-dalys_averted_mean",2515070.0622225,"impact","B"
"Rubella",2001,"all-all-dalys_averted_mean",2622461.336225,"impact","B"
"Rubella",2002,"all-all-dalys_averted_mean",2714858.66977,"impact","B"
"Rubella",2003,"all-all-dalys_averted_mean",2779230.534765,"impact","B"
"Rubella",2004,"all-all-dalys_averted_mean",2835192.0826125,"impact","B"
"Rubella",2005,"all-all-dalys_averted_mean",2892226.51002,"impact","B"
"Rubella",2006,"all-all-dalys_averted_mean",2951536.4393925,"impact","B"
"Rubella",2007,"all-all-dalys_averted_mean",2993732.0420175,"impact","B"
"Rubella",2008,"all-all-dalys_averted_mean",3013588.066045,"impact","B"
"Rubella",2009,"all-all-dalys_averted_mean",3024041.17201,"impact","B"
"Rubella",2010,"all-all-dalys_averted_mean",3031200.42636,"impact","B"
"Rubella",2011,"all-all-dalys_averted_mean",3040738.5747175,"impact","B"
"Rubella",2012,"all-all-dalys_averted_mean",3049386.091805,"impact","B"
"Rubella",2013,"all-all-dalys_averted_mean",3049953.40487,"impact","B"
"Rubella",2014,"all-all-dalys_averted_mean",3061301.2484075,"impact","B"
"Rubella",2015,"all-all-dalys_averted_mean",3058207.51507,"impact","B"
"Rubella",2016,"all-all-dalys_averted_mean",3060445.9594925,"impact","B"
"Rubella",2017,"all-all-dalys_averted_mean",3060509.8129225,"impact","B"
"Rubella",2018,"all-all-dalys_averted_mean",3050596.6130325,"impact","B"
"Rubella",2019,"all-all-dalys_averted_mean",3056763.4473375,"impact","B"
"Rubella",2020,"all-all-dalys_averted_mean",3051057.9914575,"impact","B"
"Rubella",2021,"all-all-dalys_averted_mean",3049554.3536,"impact","B"
"Rubella",2022,"all-all-dalys_averted_mean",3049748.09882,"impact","B"
"Rubella",2023,"all-all-dalys_averted_mean",3044905.42872,"impact","B"
"Rubella",2024,"all-all-dalys_averted_mean",3039125.6050175,"impact","B"
"Rubella",2025,"all-all-dalys_averted_mean",3030986.27719,"impact","B"
"Rubella",2026,"all-all-dalys_averted_mean",3031632.999105,"impact","B"
"Rubella",2027,"all-all-dalys_averted_mean",3027651.26017,"impact","B"
"Rubella",2028,"all-all-dalys_averted_mean",3017860.4969675,"impact","B"
"Rubella",2029,"all-all-dalys_averted_mean",3007615.29636,"impact","B"
"Rubella",2030,"all-all-dalys_averted_mean",2976439.6856475,"impact","B"
"YF",2000,"all-all-dalys_averted_mean",6448277.515,"impact","B"
"YF",2001,"all-all-dalys_averted_mean",6128681.675,"impact","B"
"YF",2002,"all-all-dalys_averted_mean",7057591.57,"impact","B"
"YF",2003,"all-all-dalys_averted_mean",7864498.21,"impact","B"
"YF",2004,"all-all-dalys_averted_mean",9862100.37,"impact","B"
"YF",2005,"all-all-dalys_averted_mean",11283775.05,"impact","B"
"YF",2006,"all-all-dalys_averted_mean",12053436.45,"impact","B"
"YF",2007,"all-all-dalys_averted_mean",13221477.32,"impact","B"
"YF",2008,"all-all-dalys_averted_mean",13385942.915,"impact","B"
"YF",2009,"all-all-dalys_averted_mean",14234003.18,"impact","B"
"YF",2010,"all-all-dalys_averted_mean",14280113.295,"impact","B"
"YF",2011,"all-all-dalys_averted_mean",13888411.325,"impact","B"
"YF",2012,"all-all-dalys_averted_mean",14198380.915,"impact","B"
"YF",2013,"all-all-dalys_averted_mean",15070436.955,"impact","B"
"YF",2014,"all-all-dalys_averted_mean",15006701.825,"impact","B"
"YF",2015,"all-all-dalys_averted_mean",15399729.795,"impact","B"
"YF",2016,"all-all-dalys_averted_mean",15948277.135,"impact","B"
"YF",2017,"all-all-dalys_averted_mean",17158560.47,"impact","B"
"YF",2018,"all-all-dalys_averted_mean",17709121.065,"impact","B"
"YF",2019,"all-all-dalys_averted_mean",18103730.78,"impact","B"
"YF",2020,"all-all-dalys_averted_mean",18444071.605,"impact","B"
"YF",2021,"all-all-dalys_averted_mean",18907455.965,"impact","B"
"YF",2022,"all-all-dalys_averted_mean",19166537.175,"impact","B"
"YF",2023,"all-all-dalys_averted_mean",19277851.695,"impact","B"
"YF",2024,"all-all-dalys_averted_mean",19397006.67,"impact","B"
"YF",2025,"all-all-dalys_averted_mean",19423953.12,"impact","B"
"YF",2026,"all-all-dalys_averted_mean",19842812.025,"impact","B"
"YF",2027,"all-all-dalys_averted_mean",20140729.135,"impact","B"
"YF",2028,"all-all-dalys_averted_mean",20605986.37,"impact","B"
"YF",2029,"all-all-dalys_averted_mean",21279172.47,"impact","B"
"YF",2030,"all-all-dalys_averted_mean",21803814.815,"impact","B"
