"disease","year","variable","value","outcome","view"
"Rubella",2023,"all-all-deaths_averted_mean",28234.812335,"impact","B"
"Rubella",2024,"all-all-deaths_averted_mean",28214.2440725,"impact","B"
"Rubella",2025,"all-all-deaths_averted_mean",28168.3084925,"impact","B"
"Rubella",2026,"all-all-deaths_averted_mean",28213.3724925,"impact","B"
"Rubella",2027,"all-all-deaths_averted_mean",28215.471975,"impact","B"
"Rubella",2028,"all-all-deaths_averted_mean",28156.4979175,"impact","B"
"Rubella",2029,"all-all-deaths_averted_mean",28096.5251975,"impact","B"
"Rubella",2030,"all-all-deaths_averted_mean",27821.5913525,"impact","B"
"YF",2000,"all-all-deaths_averted_mean",163897.055,"impact","B"
"YF",2001,"all-all-deaths_averted_mean",157211.99,"impact","B"
"YF",2002,"all-all-deaths_averted_mean",176263.56,"impact","B"
"YF",2003,"all-all-deaths_averted_mean",193555.945,"impact","B"
"YF",2004,"all-all-deaths_averted_mean",236825.43,"impact","B"
"YF",2005,"all-all-deaths_averted_mean",267380.285,"impact","B"
"YF",2006,"all-all-deaths_averted_mean",284424.385,"impact","B"
"YF",2007,"all-all-deaths_averted_mean",309376.89,"impact","B"
"YF",2008,"all-all-deaths_averted_mean",312275.63,"impact","B"
"YF",2009,"all-all-deaths_averted_mean",330673.075,"impact","B"
"YF",2010,"all-all-deaths_averted_mean",328862.52,"impact","B"
"YF",2011,"all-all-deaths_averted_mean",320751.21,"impact","B"
"YF",2012,"all-all-deaths_averted_mean",326452.47,"impact","B"
"YF",2013,"all-all-deaths_averted_mean",346102.17,"impact","B"
"YF",2014,"all-all-deaths_averted_mean",346910.495,"impact","B"
"YF",2015,"all-all-deaths_averted_mean",353809.27,"impact","B"
"YF",2016,"all-all-deaths_averted_mean",361314.375,"impact","B"
"YF",2017,"all-all-deaths_averted_mean",385714.935,"impact","B"
"YF",2018,"all-all-deaths_averted_mean",395834.105,"impact","B"
"YF",2019,"all-all-deaths_averted_mean",402125.925,"impact","B"
"YF",2020,"all-all-deaths_averted_mean",406993.515,"impact","B"
"YF",2021,"all-all-deaths_averted_mean",414609.15,"impact","B"
"YF",2022,"all-all-deaths_averted_mean",417217.47,"impact","B"
"YF",2023,"all-all-deaths_averted_mean",416257.86,"impact","B"
"YF",2024,"all-all-deaths_averted_mean",415332.55,"impact","B"
"YF",2025,"all-all-deaths_averted_mean",412311.23,"impact","B"
"YF",2026,"all-all-deaths_averted_mean",418553.175,"impact","B"
"YF",2027,"all-all-deaths_averted_mean",421725.385,"impact","B"
"YF",2028,"all-all-deaths_averted_mean",428718.13,"impact","B"
"YF",2029,"all-all-deaths_averted_mean",440217,"impact","B"
"YF",2030,"all-all-deaths_averted_mean",448173.46,"impact","B"
